District,Interval_Start,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month
Gulmi,1/1/1981,28.1,83.2,2.632447781,80.033453,7.577748042,55.93708225,13.66754569,3.75785248,19.59593995,9.214947781,10.38097258,12.90153394,2.345019582,4.806298956,0.651879896,4.154490862,2.554673629,4.507891645,0.860124021,3.647656658,1981,1
Gulmi,3/12/1985,28.1,83.2,2.270163185,80.04822454,7.272160574,51.73979765,14.59351175,3.109079634,20.81541123,9.818263708,10.9970235,14.03535248,2.455750653,5.019373368,0.682656658,4.336873368,2.657780679,4.673668407,0.902421671,3.771240209,1985,3
Gulmi,5/22/1989,28.1,83.2,2.159986945,80.06030679,7.659490862,52.86553525,14.74674935,3.67477154,20.88237598,10.11157311,10.7708094,14.38495431,2.468296345,5.103368146,0.672016971,4.431331593,2.66575718,4.719138381,0.898165796,3.820776762,1989,5
Gulmi,8/1/1993,28.1,83.2,1.570887728,80.05244778,7.431070496,50.28722585,14.80355744,2.98520235,21.11129896,10.10261097,11.00875326,14.4791188,2.503890339,5.258498695,0.665561358,4.593035248,2.683211488,4.856507833,0.881429504,3.975182768,1993,8
Gulmi,10/11/1997,28.1,83.2,1.742291123,80.05921018,7.430045692,50.39451044,14.70537206,2.789164491,21.03471932,10.05880548,10.97592037,14.21233029,2.428120104,5.08381201,0.623766319,4.459947781,2.569562663,4.627532637,0.813537859,3.813798956,1997,10
Gulmi,12/21/2001,28.1,83.2,2.256174935,80.10245431,7.474458225,53.14843995,14.36995431,3.428877285,20.49982376,9.78075718,10.71915796,13.74559399,2.378407311,4.911357702,0.632454308,4.278988251,2.552330287,4.523015666,0.842101828,3.681148825,2001,12
Gulmi,3/2/2006,28.1,83.2,3.818590078,80.07970627,8.396116188,60.14922977,14.3955483,5.378204961,20.0287141,10.04823107,9.980430809,13.62219321,2.278825065,4.569516971,0.656494778,3.912845953,2.481298956,4.253420366,0.876227154,3.377154047,2006,3
Gulmi,5/12/2010,28.1,83.2,4.477238903,80.03601175,8.758126632,63.18005875,14.39774151,6.195143603,19.88116188,10.09849869,9.782578329,13.74896214,2.352748042,4.699712794,0.709157963,3.990770235,2.583563969,4.427030026,0.947356397,3.479562663,2010,5
Gulmi,7/22/2014,28.1,83.2,4.88992162,80.10095363,9.230130634,64.61056172,14.71807969,6.995871979,19.95730895,10.70266492,9.254977139,13.81633573,2.272338341,4.536760287,0.659719138,3.877191378,2.514506858,4.303572828,0.882246897,3.421600261,2014,7
Gulmi,9/30/2018,28.1,83.2,3.68380744,80.18772429,8.46702407,65.4159081,13.27485777,5.865754923,18.62231947,9.203894967,9.418490153,12.22717724,2.187811816,4.370547046,0.615667396,3.755579869,2.424770241,4.156761488,0.796258206,3.360678337,2018,9
Humla,1/1/1981,30,81.8,0.86424282,57.79825718,3.642917755,59.93222585,-3.778204961,-10.26305483,3.33136423,-9.512062663,12.84351175,-3.374719321,3.172186684,6.64732376,0.821416449,5.825920366,3.564464752,6.760972585,1.130672324,5.630424282,1981,1
Humla,3/12/1985,30,81.8,0.702010444,57.86622063,3.560300261,54.9118342,-2.668276762,-10.34913185,4.646533943,-8.509712794,13.15639034,-1.810620104,3.248133159,6.822010444,0.799667102,6.022245431,3.609060052,6.89613577,1.092428198,5.803772846,1985,3
Humla,5/22/1989,30,81.8,0.442356397,57.8724282,3.738198433,53.96565274,-1.950992167,-9.844791123,5.390966057,-7.709301567,13.10038512,-0.625124021,3.323244125,7.03881201,0.79305483,6.245796345,3.669673629,7.068883812,1.091729765,5.976938642,1989,5
Humla,8/1/1993,30,81.8,0.462780679,57.85942559,3.792845953,54.62813316,-2.089810705,-9.829301567,5.223962141,-7.748198433,12.97211488,-0.827630548,3.287865535,7.097741514,0.762101828,6.335593995,3.620359008,7.114608355,1.05901436,6.055659269,1993,8
Humla,10/11/1997,30,81.8,0.540998695,57.87875326,3.686644909,52.3938577,-2.157898172,-10.39594648,5.196077023,-7.852225849,13.04826371,-1.058746736,3.218204961,6.908139687,0.75729765,6.150770235,3.563002611,6.939556136,1.040809399,5.898609661,1997,10
Humla,12/21/2001,30,81.8,0.799980418,57.89456919,3.682689295,55.95575065,-2.7745953,-10.1076436,4.33752611,-8.434125326,12.77157963,-1.939060052,3.199530026,6.666253264,0.818896867,5.847212794,3.566077023,6.72767624,1.116318538,5.611298956,2001,12
Humla,3/2/2006,30,81.8,1.138674935,57.90949739,4.03058094,60.73657311,-2.463616188,-8.89810705,4.326860313,-7.996396867,12.32310052,-1.702761097,3.109810705,6.496651436,0.782010444,5.714791123,3.484281984,6.55863577,1.077839426,5.480750653,2006,3
Humla,5/12/2010,30,81.8,1.29883812,57.86568538,4.395939948,67.30230418,-2.531148825,-7.771494778,3.97618799,-7.865483029,11.84163838,-1.894262402,3.275776762,6.65363577,0.889719321,5.76401436,3.681899478,6.758191906,1.234830287,5.523185379,2010,5
Humla,7/22/2014,30,81.8,1.274644024,57.95598955,4.564408883,65.55231875,-1.630006532,-7.264722404,4.928458524,-6.876231221,11.80483997,-0.977629001,3.189457871,6.565271065,0.873572828,5.691645983,3.598197257,6.667629001,1.20272371,5.464944481,2014,7
Humla,9/30/2018,30,81.8,1.289846827,57.91253829,3.915929978,68.31378556,-4.214857768,-9.173063457,2.417396061,-9.75512035,12.1721663,-4.310393873,3.109474836,6.478271335,0.817374179,5.661028446,3.547242888,6.689212254,1.126870897,5.562297593,2018,9
Ilam,1/1/1981,26.9,87.9,3.84767624,92.78703003,10.78244125,59.10490209,20.98413838,11.39064621,26.58090078,16.53946475,10.04132507,20.28300914,2.202382507,3.926436031,0.752930809,3.17368799,2.899020888,4.441227154,1.106331593,3.335182768,1981,1
Ilam,3/12/1985,26.9,87.9,3.361932115,92.77402742,10.59265013,56.45105744,21.90491514,11.19517624,27.69272846,17.25420366,10.438453,21.4330483,2.258648825,3.973348564,0.816155352,3.157291123,2.960613577,4.484125326,1.196475196,3.287571802,1985,3
Ilam,5/22/1989,26.9,87.9,3.02886423,92.79212141,10.70550261,55.57431462,21.95466057,11.12162533,27.73022846,17.3294517,10.4007376,21.53310705,2.267741514,3.895110966,0.833857702,3.061455614,2.97598564,4.443276762,1.262043081,3.181220627,1989,5
Ilam,8/1/1993,26.9,87.9,2.557016971,92.76995431,10.39255222,52.74827023,22.26757833,10.46261749,28.27334856,17.52083551,10.75252611,21.89320496,2.324601828,4.093472585,0.836155352,3.257362924,3.042389034,4.586657963,1.232408616,3.354321149,1993,8
Ilam,10/11/1997,26.9,87.9,3.108446475,92.78899478,11.16492167,59.28094648,21.56555483,11.75574413,27.19950392,17.21553525,9.983818538,20.94772846,2.195672324,3.902845953,0.77977154,3.122780679,2.857859008,4.318146214,1.179778068,3.137956919,1997,10
Ilam,12/21/2001,26.9,87.9,3.387114883,92.85689295,11.36463446,62.4214295,21.27218016,12.79738251,26.72755875,17.05000653,9.677480418,20.6898107,2.141762402,3.805802872,0.76691906,3.038851175,2.788185379,4.213870757,1.151886423,3.061951697,2001,12
Ilam,3/2/2006,26.9,87.9,3.788557441,92.80648825,11.58302219,62.58642298,21.70277415,13.08170366,27.07112272,17.48445822,9.586631854,21.2154765,2.125287206,3.793426893,0.766214099,3.027597911,2.764575718,4.204719321,1.136533943,3.068394256,2006,3
Ilam,5/12/2010,26.9,87.9,4.999464752,92.73498042,11.96990209,64.26518277,21.66207572,13.46270235,26.92934073,17.59019582,9.339027415,21.07676893,2.156886423,3.833015666,0.789360313,3.04348564,2.87770235,4.372917755,1.150796345,3.222160574,2010,5
Ilam,7/22/2014,26.9,87.9,4.615042456,92.78832136,12.74401698,66.31966688,22.2123514,14.65881123,27.17410843,18.44065317,8.733494448,21.59291313,2.180731548,3.931391248,0.749203135,3.182292619,2.911548008,4.490359242,1.124088831,3.366100588,2014,7
Ilam,9/30/2018,26.9,87.9,3.98297593,92.94894967,11.86236324,66.10584245,21.02492341,13.68916849,26.1854267,17.14595186,9.039496718,20.3761488,2.090962801,3.686126915,0.732932166,2.952603939,2.784507659,4.243544858,1.09345733,3.150065646,2018,9
Jhapa,1/1/1981,26.7,87.9,3.669745431,92.99778068,10.70218668,57.94643603,21.20454961,11.27881201,26.88074413,16.67085509,10.21010444,20.5960248,2.245900783,3.989869452,0.798400783,3.191507833,2.932062663,4.456879896,1.160241514,3.296808094,1981,1
Jhapa,3/12/1985,26.7,87.9,3.247617493,92.98484334,10.53296345,55.63419713,22.10565274,11.12855091,27.95366188,17.39109661,10.56278068,21.7364295,2.310672324,4.048022193,0.864086162,3.184262402,3.008453003,4.529986945,1.249804178,3.280293734,1985,3
Jhapa,5/22/1989,26.7,87.9,2.859784595,93.00206266,10.60295039,54.25150131,22.21398825,10.94711488,28.06711488,17.49516319,10.57212141,21.90639687,2.333087467,3.985939948,0.885,3.100939948,3.035084856,4.499236292,1.324099217,3.174889034,1989,5
Jhapa,8/1/1993,26.7,87.9,2.345548303,92.97995431,10.27370104,51.38588773,22.52456919,10.26381201,28.62455614,17.68482376,10.93958225,22.29165796,2.385874674,4.205515666,0.878707572,3.326795039,3.094327676,4.651599217,1.282454308,3.369079634,1993,8
Jhapa,10/11/1997,26.7,87.9,2.766377285,92.99860313,10.99879896,57.37123368,21.85597258,11.46630548,27.63620104,17.37921671,10.25708225,21.39701044,2.271266319,4.023851175,0.834986945,3.188877285,2.929334204,4.395881201,1.249027415,3.146651436,1997,10
Jhapa,12/21/2001,26.7,87.9,3.165359008,93.06697128,11.23974543,60.89660574,21.5202154,12.63120757,27.08592689,17.18536554,9.900672324,21.06407963,2.195013055,3.870789817,0.808368146,3.06229765,2.833733681,4.244301567,1.207813316,3.036377285,2001,12
Jhapa,3/2/2006,26.7,87.9,3.614751958,93.01673629,11.5181201,61.61272193,21.90886423,13.0180483,27.34808094,17.61035901,9.737819843,21.53377285,2.163753264,3.83904047,0.809601828,3.029510444,2.791383812,4.206971279,1.191436031,3.015665796,2006,3
Jhapa,5/12/2010,26.7,87.9,4.715842037,92.94699739,11.91211488,63.4708812,21.82901436,13.43817885,27.18146214,17.67373368,9.507793734,21.3612859,2.193244125,3.880313316,0.835391645,3.044869452,2.908185379,4.382558747,1.202108355,3.180509138,2010,5
Jhapa,7/22/2014,26.7,87.9,4.104023514,93.00040496,12.61689745,64.83493795,22.44845852,14.51954278,27.52393207,18.57418027,8.949790986,21.92644677,2.211835402,3.979039843,0.777230568,3.201894187,2.922442848,4.480346179,1.164062704,3.316152841,2014,7
Jhapa,9/30/2018,26.7,87.9,3.481203501,93.15973742,11.73378556,64.51126915,21.28461707,13.5650547,26.58030635,17.28431072,9.296411379,20.75862144,2.141859956,3.774398249,0.772013129,3.001947484,2.824507659,4.277811816,1.137899344,3.139956236,2018,9
Jumla,1/1/1981,29.3,82.3,1.94671671,75.06701044,6.541331593,56.4092624,9.962219321,0.689020888,16.39944517,4.753420366,11.64599217,9.438870757,2.244915144,4.65921671,0.43560705,4.223733681,2.320626632,4.289151436,0.544020888,3.745045692,1981,1
Jumla,3/12/1985,29.3,82.3,1.748720627,75.09604439,6.244660574,51.25944517,11.04197128,0.05287859,17.75195822,5.500809399,12.25131201,10.74206266,2.333204961,4.916697128,0.419889034,4.496834204,2.388701044,4.494680157,0.522845953,3.972180157,1985,3
Jumla,5/22/1989,29.3,82.3,1.297369452,75.10288512,6.496507833,50.90480418,11.42565927,0.417467363,18.14081593,6.060855091,12.07996084,11.47739556,2.369862924,5.104732376,0.413479112,4.691246736,2.406083551,4.633087467,0.517173629,4.11575718,1989,5
Jumla,8/1/1993,29.3,82.3,0.975502611,75.09372063,6.452584856,49.55425587,11.47081593,0.130124021,18.28527415,6.117036554,12.16824413,11.58898172,2.393949086,5.251194517,0.39810705,4.85345953,2.414778068,4.764738903,0.498909922,4.265424282,1993,8
Jumla,10/11/1997,29.3,82.3,1.200169713,75.10233029,6.31906658,48.77687337,11.29193864,-0.428394256,18.16142298,5.923165796,12.23860966,11.16157311,2.357650131,5.065796345,0.417715405,4.64823107,2.381899478,4.573361619,0.517845953,4.055208877,1997,10
Jumla,12/21/2001,29.3,82.3,1.74823107,75.13972585,6.424954308,52.56835509,10.86438642,0.341560052,17.42431462,5.610835509,11.81373368,10.5188577,2.27037859,4.787010444,0.411116188,4.376181462,2.322695822,4.358792428,0.509073107,3.84964752,2001,12
Jumla,3/2/2006,29.3,82.3,2.704118799,75.1278329,7.26555483,59.83460836,10.90394256,2.352754569,16.94439948,5.861860313,11.08208877,10.3738577,2.16805483,4.425881201,0.435215405,3.9904047,2.24558094,4.055169713,0.543172324,3.512082245,2006,3
Jumla,5/12/2010,29.3,82.3,3.16151436,75.0842624,7.798825065,65.11633159,10.8923107,3.622467363,16.5995235,6.078655352,10.52092037,10.45001958,2.197643603,4.50881201,0.424464752,4.084314621,2.292565274,4.197101828,0.535796345,3.661070496,2010,5
Jumla,7/22/2014,29.3,82.3,2.63521228,75.15256695,7.969150882,62.68892227,11.61045722,3.761234487,17.45659046,6.915440888,10.54092097,11.20941868,2.23630307,4.714147616,0.439784455,4.274258654,2.332423253,4.362423253,0.555924233,3.80630307,2014,7
Jumla,9/30/2018,29.3,82.3,2.250262582,75.21070022,7.308271335,65.95227571,9.642800875,2.769387309,15.46809628,4.784967177,10.68304158,8.872166302,2.134463895,4.368118162,0.42249453,3.944857768,2.249015317,4.093260394,0.530765864,3.562997812,2018,9
Kabhre,1/1/1981,27.6,85.6,1.898093995,77.93791123,7.298714099,56.74321149,12.15704308,2.318224543,18.00474543,7.774915144,10.22997389,11.66568538,2.21212141,4.982075718,0.436749347,4.545267624,2.193975196,4.337362924,0.570287206,3.76694517,1981,1
Kabhre,3/12/1985,27.6,85.6,1.87424282,77.95765013,7.241351175,55.30552219,12.88810705,2.346860313,18.78337467,8.349438642,10.4339752,12.53268277,2.264471279,4.970620104,0.463152742,4.507291123,2.241116188,4.30133812,0.60078329,3.700469974,1985,3
Kabhre,5/22/1989,27.6,85.6,1.521005222,77.96756527,7.402206266,54.080953,13.15632507,2.496018277,19.14075718,8.627761097,10.5132376,13.06761749,2.306899478,5.137251958,0.43035248,4.706912533,2.260300261,4.423453003,0.557950392,3.86575718,1989,5
Kabhre,8/1/1993,27.6,85.6,1.328244125,77.9587859,7.315541775,52.97761749,13.15087467,2.083922977,19.22321149,8.613374674,10.60986292,13.02480418,2.317154047,5.212813316,0.431533943,4.781148825,2.273178851,4.516116188,0.563211488,3.95270235,1993,8
Kabhre,10/11/1997,27.6,85.6,1.360280679,77.96530679,7.368191906,53.45366841,13.11148172,2.027480418,19.16793081,8.681840731,10.48609661,12.85568538,2.265626632,5.118067885,0.444941253,4.673048303,2.20843342,4.394575718,0.575626632,3.819027415,1997,10
Kabhre,12/21/2001,27.6,85.6,1.944131854,78.00921671,7.563936031,58.09843995,12.60045039,3.047780679,18.43879896,8.247950392,10.19091384,12.11777415,2.185665796,4.865535248,0.431546997,4.433922977,2.145515666,4.178178851,0.555117493,3.623172324,2001,12
Kabhre,3/2/2006,27.6,85.6,2.543981723,77.98850522,8.149223238,62.29488251,12.8760705,4.242832898,18.39934073,8.655013055,9.744131854,12.44095953,2.153896867,4.72323107,0.44404047,4.279105744,2.127043081,4.057336815,0.575332898,3.481840731,2006,3
Kabhre,5/12/2010,27.6,85.6,2.964210183,77.94263055,8.436436031,64.59234987,12.83080287,4.873204961,18.23421671,8.637584856,9.596586162,12.43616841,2.213028721,4.787519582,0.49404047,4.293570496,2.21618799,4.189921671,0.648113577,3.541971279,2010,5
Kabhre,7/22/2014,27.6,85.6,2.940444154,78.00937949,9.008863488,67.44697583,13.23468975,6.008158067,18.28281515,9.398680601,8.884167211,12.65405617,2.148295232,4.6993403,0.435388635,4.263919007,2.166041803,4.154082299,0.568216852,3.586237753,2014,7
Kabhre,9/30/2018,27.6,85.6,2.298118162,78.08816193,8.145142232,66.21113786,11.95413567,4.564113786,17.24356674,7.966345733,9.277111597,11.29417943,2.081838074,4.632363239,0.384485777,4.247680525,2.093194748,4.092231947,0.507549234,3.584573304,2018,9
Kailali,1/1/1981,28.8,80.8,2.700515666,93.39188642,9.215137076,47.82815927,22.10710836,9.048949086,28.80149478,16.55417102,12.24710836,21.27118799,2.235659269,3.781298956,0.790861619,2.990313316,3.035593995,4.592754569,1.093289817,3.499530026,1981,1
Kailali,3/12/1985,28.8,80.8,2.445868146,93.37173629,8.682369452,43.36501305,23.19090078,7.991070496,30.10336162,17.28571802,12.81787206,22.47554178,2.30656658,3.927016971,0.827114883,3.099732376,3.124301567,4.767513055,1.149536554,3.617950392,1985,3
Kailali,5/22/1989,28.8,80.8,2.056351175,93.37705614,9.005763708,43.0467624,23.51002611,8.380874674,30.37755875,17.77265013,12.6049282,23.0206201,2.315032637,3.991214099,0.811755875,3.179680157,3.124556136,4.778942559,1.125208877,3.653785901,1989,5
Kailali,8/1/1993,28.8,80.8,1.583466057,93.37139034,8.891292428,41.64272846,23.59269582,8.00305483,30.56298303,17.86075718,12.70193211,23.14795039,2.335078329,4.099523499,0.795953003,3.303511749,3.118714099,4.811481723,1.102023499,3.709738903,1993,8
Kailali,10/11/1997,28.8,80.8,1.830332898,93.38808747,8.894223238,42.64208225,23.12028068,7.78093342,30.03596606,17.51609661,12.52001958,22.4941188,2.22997389,3.885744125,0.735052219,3.150489556,2.957983029,4.556553525,0.995254569,3.561090078,1997,10
Kailali,12/21/2001,28.8,80.8,2.421984334,93.44006527,9.147003916,46.47648825,22.82224543,8.957898172,29.45866841,17.39463446,12.06374021,22.04880548,2.209947781,3.765842037,0.77477154,2.990979112,2.971775457,4.529765013,1.073674935,3.455998695,2001,12
Kailali,3/2/2006,28.8,80.8,3.446142298,93.39979112,10.28943864,52.2998564,22.83341384,10.93041775,29.03714752,17.61697128,11.42027415,22.02744125,2.115724543,3.523511749,0.776586162,2.746762402,2.870926893,4.308218016,1.083929504,3.224262402,2006,3
Kailali,5/12/2010,28.8,80.8,4.173074413,93.34678198,10.95157963,57.05078329,22.82918407,12.29443211,28.67999347,17.95090731,10.72902089,22.10913838,2.160104439,3.677043081,0.78633812,2.890881201,2.953746736,4.480215405,1.135685379,3.344497389,2010,5
Kailali,7/22/2014,28.8,80.8,3.401881123,93.39936643,10.86896146,52.4231548,23.46285434,11.73966688,29.59250816,18.51679295,11.07585892,22.66470934,2.179732201,3.83268452,0.765832789,3.066721097,2.978177662,4.599653821,1.102475506,3.496969301,2014,7
Kailali,9/30/2018,28.8,80.8,2.708183807,93.57536105,10.4780744,57.83667396,21.61207877,11.86181619,27.54516411,16.7647046,10.78030635,20.67636761,2.029956236,3.493238512,0.695295405,2.79809628,2.766236324,4.298730853,0.971881838,3.326695842,2018,9
Kanchanpur,1/1/1981,29,80.2,2.442082245,88.79881201,8.405437337,48.67229765,19.34281984,6.799484334,26.07046345,13.95037859,12.12001958,18.57315927,2.292565274,4.192369452,0.736677546,3.455535248,2.928198433,4.60944517,1.004321149,3.605372063,1981,1
Kanchanpur,3/12/1985,29,80.2,2.136357702,88.79278721,7.907643603,44.11696475,20.43509138,5.8329047,27.38853786,14.73490862,12.6537141,19.80513708,2.367140992,4.38368799,0.767480418,3.616403394,3.012552219,4.805430809,1.053022193,3.752539164,1985,3
Kanchanpur,5/22/1989,29,80.2,1.742043081,88.7991906,8.283942559,44.4335248,20.71838773,6.461808094,27.61671018,15.17086815,12.44622715,20.35421018,2.36078329,4.434640992,0.728224543,3.70651436,2.981736292,4.79997389,1.001422977,3.798701044,1989,5
Kanchanpur,8/1/1993,29,80.2,2.011475196,88.79475196,8.623609661,46.65565274,20.44407311,6.91095953,27.17424282,15.07941253,12.09460183,19.933453,2.317251958,4.325939948,0.723276762,3.602545692,2.92671671,4.681886423,0.982134465,3.699902089,1993,8
Kanchanpur,10/11/1997,29,80.2,2.07444517,88.8060705,8.462872063,46.25595953,20.12976501,6.343028721,26.9287859,14.78090731,12.14788512,19.45867493,2.263113577,4.201174935,0.705711488,3.495502611,2.846227154,4.527408616,0.947604439,3.579934726,1997,10
Kanchanpur,12/21/2001,29,80.2,2.733629243,88.85308094,8.563570496,49.29199086,19.90344648,7.241560052,26.44018277,14.69110966,11.74908616,19.05300914,2.249360313,4.072819843,0.728727154,3.343916449,2.87020235,4.510946475,1.000124021,3.511011749,2001,12
Kanchanpur,3/2/2006,29,80.2,3.300809399,88.81751305,9.368413838,52.73975196,20.18483029,8.58727154,26.42212141,15.0916906,11.33049608,19.40962794,2.190868146,3.942610966,0.735900783,3.206814621,2.800744125,4.354843342,1.014941253,3.33997389,2006,3
Kanchanpur,5/12/2010,29,80.2,4.190091384,88.76431462,10.04900131,57.79097258,20.16234987,10.07324413,26.03112272,15.41359008,10.61722585,19.47601828,2.226279373,4.066977807,0.720385117,3.34654047,2.856396867,4.521259791,1.0229047,3.498498695,2010,5
Kanchanpur,7/22/2014,29,80.2,3.128295232,88.82377531,10.10776617,54.21976486,20.76557805,9.84470934,26.87761594,15.97774657,10.89984324,20.00965382,2.258621816,4.297949053,0.705845852,3.591966035,2.898602221,4.739712606,1.014853037,3.724833442,2014,7
Kanchanpur,9/30/2018,29,80.2,2.495754923,88.97002188,9.525645514,58.57993435,18.87249453,9.542516411,24.87980306,14.06800875,10.81150985,17.93859956,2.107986871,3.848971554,0.643129103,3.20547046,2.712078775,4.333150985,0.883851204,3.449562363,2018,9
Kaski,1/1/1981,28.2,84,2.075763708,78.13513708,7.310052219,57.00347911,12.26149478,2.570052219,17.95340731,7.894131854,10.05910574,11.76381201,2.190652742,4.697075718,0.367010444,4.330195822,2.119588773,3.943936031,0.472402089,3.471638381,1981,1
Kaski,3/12/1985,28.2,84,1.832872063,78.15414491,7.069530026,53.41165144,13.11775457,2.09055483,19.02548956,8.501631854,10.52395561,12.7652154,2.277049608,4.84939295,0.383759791,4.46575718,2.187950392,4.046977807,0.492375979,3.554471279,1985,3
Kaski,5/22/1989,28.2,84,1.710463446,78.16497389,7.405868146,53.96558747,13.32270235,2.595117493,19.17831593,8.850724543,10.32745431,13.1929047,2.311422977,4.967565274,0.386422977,4.581579634,2.217917755,4.130489556,0.503668407,3.626651436,1989,5
Kaski,8/1/1993,28.2,84,1.366181462,78.1570953,7.260489556,52.28981723,13.29921018,2.117996084,19.2568799,8.757532637,10.49932115,13.15515666,2.311011749,5.02477154,0.384699739,4.640150131,2.213355091,4.177395561,0.493714099,3.683753264,1993,8
Kaski,10/11/1997,28.2,84,1.435541775,78.16402742,7.273537859,52.34529373,13.25770235,1.92866188,19.23598564,8.798766319,10.43722585,12.97280679,2.282950392,4.950678851,0.379399478,4.571285901,2.163315927,4.069614883,0.482956919,3.586520888,1997,10
Kaski,12/21/2001,28.2,84,1.983681462,78.2066188,7.381070496,56.14868146,12.82545039,2.723720627,18.59994125,8.439060052,10.1608094,12.34000653,2.195385117,4.706507833,0.374275457,4.332265013,2.095907311,3.886847258,0.471272846,3.415600522,2001,12
Kaski,3/2/2006,28.2,84,3.061618799,78.18615535,8.177304178,62.31640339,12.97739556,4.394869452,18.33300914,8.766586162,9.566331593,12.42624674,2.124627937,4.454960836,0.388394256,4.066697128,2.052180157,3.691977807,0.487291123,3.204654047,2006,3
Kaski,5/12/2010,28.2,84,3.800091384,78.14158616,8.53176893,65.2801436,12.97556789,5.205953003,18.15830287,8.826781984,9.331468668,12.51810705,2.159288512,4.545130548,0.390822454,4.154229765,2.103093995,3.828772846,0.501194517,3.328074413,2010,5
Kaski,7/22/2014,28.2,84,5.224428478,78.2088047,9.170711953,69.14269105,13.13889615,6.370535598,17.92832789,9.338099282,8.590378837,12.25586545,2.052580013,4.249111692,0.391854997,3.857295885,2.044160679,3.636035271,0.501450033,3.134519922,2014,7
Kaski,9/30/2018,28.2,84,4.066739606,78.28641138,8.426214442,69.94969365,11.67938731,5.192188184,16.63400438,7.761881838,8.871969365,10.71078775,1.973238512,4.10214442,0.35297593,3.748665208,1.956301969,3.505295405,0.449781182,3.055339168,2018,9
Kathmandu,1/1/1981,27.7,85.3,2.091958225,83.87140339,8.153707572,53.22571802,16.23177546,5.145091384,22.10869452,11.75425587,10.35422977,15.69945822,2.148309399,4.545744125,0.518785901,4.02694517,2.297663185,4.115450392,0.703922977,3.411475196,1981,1
Kathmandu,3/12/1985,27.7,85.3,2.044640992,83.87885117,8.049673629,51.80792428,16.973453,5.024980418,22.90210836,12.33996736,10.56201044,16.58699086,2.196775457,4.552206266,0.541664491,4.01060705,2.337356397,4.10098564,0.725052219,3.375992167,1985,3
Kathmandu,5/22/1989,27.7,85.3,1.682643603,83.88840731,8.18247389,50.10622715,17.28509791,5.076729765,23.32023499,12.63870104,10.68161227,17.11526762,2.244830287,4.701592689,0.535117493,4.166468668,2.383263708,4.232056136,0.730424282,3.501546997,1989,5
Kathmandu,8/1/1993,27.7,85.3,1.474686684,83.87944517,8.099275457,49.35943211,17.24340731,4.686847258,23.36599217,12.58291123,10.78302219,17.02935379,2.246318538,4.752441253,0.521468668,4.230939948,2.381651436,4.287989556,0.701618799,3.586468668,1993,8
Kathmandu,10/11/1997,27.7,85.3,1.518015666,83.88657311,8.204255875,50.27920366,17.11725849,4.717056136,23.19084856,12.61453655,10.57641645,16.78403394,2.196240209,4.677030026,0.528204961,4.148746736,2.309373368,4.170476501,0.70828329,3.46212141,1997,10
Kathmandu,12/21/2001,27.7,85.3,2.13191906,83.9389295,8.45439295,54.81337467,16.61610313,5.964523499,22.46159922,12.19332898,10.26851828,16.10603133,2.106527415,4.41671671,0.508446475,3.908309399,2.231429504,3.942761097,0.682839426,3.25977154,2001,12
Kathmandu,3/2/2006,27.7,85.3,2.936605744,83.90940601,9.199980418,59.78324413,16.77279373,7.316703655,22.22520888,12.54671671,9.678204961,16.27115535,2.047956919,4.244112272,0.506077023,3.737956919,2.176109661,3.788453003,0.685750653,3.102578329,2006,3
Kathmandu,5/12/2010,27.7,85.3,3.355293734,83.86112272,9.528172324,62.23774804,16.7173564,8.030385117,22.06909922,12.54020888,9.528903394,16.27221279,2.101723238,4.335058747,0.551599217,3.783446475,2.255796345,3.942911227,0.741899478,3.201168407,2010,5
Kathmandu,7/22/2014,27.7,85.3,3.524258654,83.92224037,10.15284128,64.52986283,17.09615937,9.091724363,22.11133899,13.26011757,8.851156107,16.41069236,2.053644677,4.249503592,0.504859569,3.744794252,2.236544742,3.921064664,0.695649902,3.225192685,2014,7
Kathmandu,9/30/2018,27.7,85.3,2.919846827,84.03098468,9.328621444,64.23752735,15.83888403,7.942275711,21.05822757,11.88238512,9.175820569,15.09770241,1.988884026,4.15463895,0.484398249,3.670809628,2.158862144,3.832538293,0.661378556,3.171334792,2018,9
Lalitpur,1/1/1981,27.6,85.3,2.091958225,83.87140339,8.153707572,53.22571802,16.23177546,5.145091384,22.10869452,11.75425587,10.35422977,15.69945822,2.148309399,4.545744125,0.518785901,4.02694517,2.297663185,4.115450392,0.703922977,3.411475196,1981,1
Lalitpur,3/12/1985,27.6,85.3,2.044640992,83.87885117,8.049673629,51.80792428,16.973453,5.024980418,22.90210836,12.33996736,10.56201044,16.58699086,2.196775457,4.552206266,0.541664491,4.01060705,2.337356397,4.10098564,0.725052219,3.375992167,1985,3
Lalitpur,5/22/1989,27.6,85.3,1.682643603,83.88840731,8.18247389,50.10622715,17.28509791,5.076729765,23.32023499,12.63870104,10.68161227,17.11526762,2.244830287,4.701592689,0.535117493,4.166468668,2.383263708,4.232056136,0.730424282,3.501546997,1989,5
