District,Interval_Start,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month,Heat_Stress_Index,Drought_Index,is_monsoon,is_winter,temp_2m_lag1,precip_lag1,wetbulb_diff,avg_windspeed,max_avg_windspeed
Rukum,2001-12-21,28.6,82.4,2.113361619,74.80902089,6.569184073,54.2600718,10.71850522,0.680659269,17.03155352,5.844099217,11.18742167,10.22854439,2.30982376,4.778407311,0.604190601,4.174203655,2.353674935,4.240796345,0.75477154,3.486142298,2001,12,11.375423627300002,1.155296407434197,0,1,11.12643603,1.551860313,10.037845951000001,2.3317493474999997,4.509601827999999
Rukum,2006-03-02,28.6,82.4,3.437212794,74.79682768,7.399007833,61.58085509,10.75807441,2.651997389,16.53236292,6.103753264,10.42851175,10.08386423,2.197375979,4.379288512,0.632924282,3.746396867,2.269275457,3.916703655,0.788074413,3.128531332,2006,3,11.4979751933,0.8937937124178505,0,0,10.71850522,2.113361619,8.106077021,2.2333257179999997,4.1479960835
Rukum,2010-05-12,28.6,82.4,3.959680157,74.7552611,7.788472585,65.31049608,10.77512402,3.552695822,16.35716057,6.211553525,10.14590078,10.24443211,2.241912533,4.507082245,0.620861619,3.886292428,2.324079634,4.075920366,0.789556136,3.286181462,2010,5,11.5539712785,0.790636541693096,0,0,10.75807441,3.437212794,7.222428197999999,2.2829960834999996,4.291501305500001
Rukum,2014-07-22,28.6,82.4,3.67521228,74.82403005,8.112370999,65.2664337,11.28924233,4.115793599,16.82103854,6.944376225,9.876564337,10.68457218,2.224193338,4.515088178,0.609660353,3.905375572,2.310992815,4.063840627,0.778582626,3.285551927,2014,7,12.1004794299,0.8638715301963968,1,0,10.77512402,3.959680157,7.173448731000001,2.2675930765,4.2894644025
Rukum,2018-09-30,28.6,82.4,2.941028446,74.8785558,7.393741794,66.99621444,9.590897155,2.902188184,15.14308534,5.116805252,10.02608315,8.677111597,2.132056893,4.266214442,0.580722101,3.685492341,2.231553611,3.893479212,0.731794311,3.161553611,2018,9,10.3302713344,0.9542259525899697,1,0,11.28924233,3.67521228,6.6887089710000005,2.181805252,4.079846827
Rupandehi,1981-01-01,27.5,83.4,2.664986945,92.7891188,9.350763708,48.91953003,21.87627937,9.063374674,28.14430157,16.93611619,11.2080483,21.42497389,2.458218016,4.295953003,0.906651436,3.389288512,3.270600522,4.952806789,1.253511749,3.699327676,1981,1,22.8113557408,1.4096687940920036,0,1,9.590897155,2.941028446,12.812904695999999,2.8644092690000003,4.624379896000001
Rupandehi,1985-03-12,27.5,83.4,2.359144909,92.775,9.001011749,46.19661227,22.74238251,8.307134465,29.15556136,17.56331593,11.59200392,22.43941253,2.523472585,4.431501305,0.925939948,3.505620104,3.324197128,5.03497389,1.287467363,3.74752611,1985,3,23.6424836849,1.498625505097031,0,0,21.87627937,2.664986945,14.435248044999998,2.9238348565,4.7332375975000005
Rupandehi,1989-05-22,27.5,83.4,2.366325065,92.78227807,9.331651436,45.74891645,22.98884465,8.645678851,29.34051567,17.92594648,11.41465405,22.78099869,2.570150131,4.450659269,0.955274151,3.495372063,3.399118799,5.098335509,1.357460836,3.740796345,1989,5,23.9220097936,1.505237738538329,0,0,22.74238251,2.359144909,14.343165799000001,2.984634465,4.774497389
Rupandehi,1993-08-01,27.5,83.4,1.860802872,92.776547,9.173035248,44.52004569,22.96704961,8.212813316,29.43879896,17.84800914,11.59069191,22.74819843,2.552630548,4.549941253,0.89964752,3.650091384,3.348857702,5.097284595,1.23924282,3.858250653,1993,8,23.8843531348,1.6048764258621624,1,0,22.98884465,2.366325065,14.754236294,2.950744125,4.823612924
Rupandehi,1997-10-11,27.5,83.4,1.984190601,92.79018277,9.291866841,45.67587467,22.65348564,8.251344648,29.06493473,17.71113577,11.35347258,22.33656658,2.458720627,4.330665796,0.876246736,3.454314621,3.201866841,4.849614883,1.197891645,3.651795039,1997,10,23.5826723241,1.5701573111592824,0,0,22.96704961,1.860802872,14.402140992,2.830293734,4.5901403394999996
Rupandehi,2001-12-21,27.5,83.4,2.361422977,92.84879243,9.422375979,48.49609008,22.3889752,9.283296345,28.59769582,17.49592689,11.10194517,21.99874021,2.393916449,4.165750653,0.870633159,3.295300261,3.148981723,4.773779373,1.217591384,3.556116188,2001,12,23.3312127979,1.4866480920456744,0,1,22.65348564,1.984190601,13.105678855,2.7714490859999996,4.469765013
Rupandehi,2006-03-02,27.5,83.4,3.943152742,92.80906005,10.60330287,55.66339426,22.22396867,11.31211488,27.94376632,17.62645561,10.31722585,21.71890992,2.265195822,3.925678851,0.825332898,3.100339426,3.00729765,4.563707572,1.151488251,3.412134465,2006,3,23.284298957,1.1672832558112312,0,0,22.3889752,2.361422977,10.911853790000002,2.636246736,4.2446932115
Rupandehi,2010-05-12,27.5,83.4,4.515306789,92.75773499,11.05869452,58.68343342,22.21669713,12.26204961,27.74027415,17.74447128,9.995763708,21.75644909,2.3120953,4.07482376,0.850802872,3.223616188,3.069334204,4.697180157,1.209249347,3.488165796,2010,5,23.322566582,1.0534698002542013,0,0,22.22396867,3.943152742,9.95464752,2.690714752,4.3860019585
Rupandehi,2014-07-22,27.5,83.4,4.965421293,92.80700196,11.56452645,58.89889615,22.55426519,12.86895493,27.94289353,18.2440823,9.698582626,21.82162639,2.266806009,3.886832136,0.833350751,3.053324624,3.0710516,4.658451992,1.198001306,3.460424559,2014,7,23.710717835,0.975127786110201,1,0,22.21669713,4.515306789,9.68531026,2.6689288045,4.272642064
Rupandehi,2018-09-30,27.5,83.4,3.750371991,92.96989059,10.84444201,60.33317287,21.23628009,12.25363239,26.73415755,17.00010941,9.734266958,20.52070022,2.216170678,3.842800875,0.812472648,3.030153173,3.005295405,4.646039387,1.129868709,3.515929978,2018,9,22.320724291,1.1733413235998165,1,0,22.55426519,4.965421293,8.982647700000001,2.6107330415,4.244420131
Salyan,1981-01-01,28.4,82.1,2.952630548,89.01831593,8.830385117,51.66938642,19.34022193,7.855248042,25.50804178,14.49505222,11.01312663,18.59890339,2.496422977,4.431285901,0.960411227,3.470868146,3.146396867,4.748622715,1.330483029,3.418198433,1981,1,20.2232604417,1.2698645967436422,0,1,21.23628009,3.750371991,11.484973887999999,2.821409922,4.589954307999999
Salyan,1985-03-12,28.4,82.1,2.630195822,89.01215405,8.367101828,46.99902089,20.38665796,6.868067885,26.81058747,15.19967363,11.61086162,19.8325718,2.585633159,4.624640992,0.978296345,3.646488251,3.232330287,4.905522193,1.361377285,3.543962141,1985,3,21.223368142800002,1.3679960214160807,0,0,19.34022193,2.952630548,13.518590075,2.908981723,4.7650815925
Salyan,1989-05-22,28.4,82.1,2.416788512,89.0197389,8.730763708,47.30252611,20.60636423,7.29444517,26.95245431,15.57541775,11.37703003,20.21005222,2.593152742,4.695620104,0.933492167,3.762108355,3.231964752,4.949275457,1.3045953,3.644836815,1989,5,21.4794406008,1.4175237553091173,0,0,20.38665796,2.630195822,13.311919060000001,2.9125587470000003,4.822447780499999
Salyan,1993-08-01,28.4,82.1,1.573674935,89.01383159,8.395913838,44.2508812,20.76865535,6.47535248,27.34090731,15.60622063,11.73447781,20.50951697,2.636488251,4.903133159,0.911292428,3.991651436,3.245215405,5.074112272,1.274412533,3.79977154,1993,8,21.608246733799998,1.5901798958277626,1,0,20.60636423,2.416788512,14.29330287,2.940851828,4.9886227155
Salyan,1997-10-11,28.4,82.1,1.89252611,89.02347258,8.443505222,45.27351828,20.43531332,6.374843342,26.96250653,15.42470627,11.53784595,19.95029373,2.501546997,4.642062663,0.859060052,3.782813316,3.052754569,4.768727154,1.172056136,3.596612272,1997,10,21.279663842199998,1.5160150138299637,0,0,20.76865535,1.573674935,14.060469977999999,2.777150783,4.7053949085
Salyan,2001-12-21,28.4,82.1,2.32977154,89.07421018,8.603916449,48.29986292,20.18936031,7.327826371,26.4961423,15.29199739,11.20429504,19.60134465,2.493146214,4.534510444,0.885593995,3.648955614,3.087389034,4.75939295,1.215189295,3.544275457,2001,12,21.049751954900003,1.4211979999262718,0,1,20.43531332,1.89252611,12.861533939000001,2.790267624,4.646951697
Salyan,2006-03-02,28.4,82.1,3.706586162,89.03970627,9.769817232,55.59327023,20.07979765,9.534706266,25.89761749,15.44201044,10.45563316,19.40013055,2.384295039,4.206403394,0.917584856,3.28881201,2.993968668,4.50633812,1.262996084,3.243309399,2006,3,21.0567793732,1.1443182761615887,0,0,20.18936031,2.32977154,10.545091384,2.6891318535,4.356370757
Salyan,2010-05-12,28.4,82.1,4.214184073,88.99144909,10.24329634,59.21365535,20.14009138,10.55180809,25.71773499,15.63567232,10.08203655,19.57072454,2.441964752,4.366018277,0.944157963,3.421677546,3.075881201,4.664477807,1.334817232,3.329543081,2010,5,21.164421014000002,1.0455230517205698,0,0,20.07979765,3.706586162,9.588283290000001,2.7589229765,4.515248042
Salyan,2014-07-22,28.4,82.1,4.067681254,89.04925539,10.48414762,57.40887002,20.56661006,10.66529066,26.17938602,16.16743305,10.01180274,19.8347224,2.425192685,4.372691052,0.90011757,3.472449379,3.066335728,4.683435663,1.29116917,3.392305683,2014,7,21.615024822,1.0885143043296317,1,0,20.14009138,4.214184073,9.901319399999998,2.7457642064999996,4.528063357500001
Salyan,2018-09-30,28.4,82.1,3.264551422,89.18910284,9.938621444,60.98888403,18.98223195,10.2950547,24.49227571,14.67980306,9.812319475,18.10601751,2.316936543,4.161028446,0.855929978,3.305492341,2.927330416,4.533938731,1.185164114,3.348905908,2018,9,19.9760940944,1.1962716140496021,1,0,20.56661006,4.067681254,8.68717725,2.6221334795000004,4.3474835885
Sankhuwasabha,1981-01-01,27.3,87.3,2.398041775,81.91196475,8.501671018,60.12023499,14.5720235,5.560913838,20.31914491,10.20656005,10.11265013,14.25320496,2.248622715,4.995828982,0.438942559,4.556990862,2.285953003,4.404210183,0.595345953,3.808903394,1981,1,15.4221906018,1.2244551920964009,0,1,18.98223195,3.264551422,9.011109661999999,2.267287859,4.7000195824999995
Sankhuwasabha,1985-03-12,27.3,87.3,2.270998695,81.9254047,8.454654047,58.63366188,15.34389034,5.679184073,21.15362272,10.85016319,10.30360966,15.17332245,2.291174935,4.980652742,0.468929504,4.511690601,2.322441253,4.36714752,0.638302872,3.728844648,1985,3,16.1893557447,1.2748459386472257,0,0,14.5720235,2.398041775,9.664706267,2.306808094,4.673900131
Sankhuwasabha,1989-05-22,27.3,87.3,1.956827676,81.94012402,8.524033943,57.01243473,15.49364883,5.525489556,21.3587859,10.98231723,10.37644256,15.49438642,2.335894256,5.051586162,0.476272846,4.575411227,2.358955614,4.401266319,0.66035248,3.740685379,1989,5,16.3460522243,1.342094813732369,0,0,15.34389034,2.270998695,9.968159274,2.3474249350000003,4.7264262405
Sankhuwasabha,1993-08-01,27.3,87.3,1.480646214,81.92616841,8.240763708,53.83437337,15.72356397,4.841227154,21.82848564,11.07609661,10.75252611,15.81610966,2.38502611,5.251037859,0.460326371,4.790711488,2.402630548,4.614477807,0.633074413,3.981546997,1993,8,16.5476403408,1.4441178628309916,1,0,15.49364883,1.956827676,10.882336816,2.3938283289999998,4.932757833
Sankhuwasabha,1997-10-11,27.3,87.3,1.551586162,81.93468668,8.536148825,56.60640992,15.52415144,5.303074413,21.54129243,11.09781984,10.44343995,15.47772846,2.314667102,5.114347258,0.456331593,4.658015666,2.320946475,4.455365535,0.632584856,3.82267624,1997,10,16.3777663225,1.4235326443069911,0,0,15.72356397,1.480646214,10.221077027,2.3178067885,4.7848563965
Sankhuwasabha,2001-12-21,27.3,87.3,2.07558094,81.9851893,8.7820953,61.31801567,15.0697846,6.385254569,20.84461488,10.78112924,10.06368799,14.91738903,2.222669713,4.902369452,0.433916449,4.468400783,2.23444517,4.252911227,0.601612272,3.651220627,2001,12,15.94799413,1.3046985952308594,0,1,15.52415144,1.551586162,8.684530031000001,2.2285574415,4.5776403395
Sankhuwasabha,2006-03-02,27.3,87.3,2.437976501,81.95544386,9.181736292,63.28086162,15.44333551,7.135032637,21.05084204,11.21472585,9.836122715,15.35426893,2.214347258,4.849477807,0.43477154,4.414667102,2.222186684,4.205665796,0.595469974,3.610182768,2006,3,16.361509139200002,1.2449428254304173,0,0,15.0697846,2.07558094,8.308302873,2.2182669710000003,4.527571801500001
Sankhuwasabha,2010-05-12,27.3,87.3,3.167761097,81.89949086,9.540522193,65.83456919,15.3430483,7.697617493,20.75373368,11.21921018,9.534660574,15.12904047,2.18325718,4.757056136,0.453453003,4.303766319,2.224640992,4.210639687,0.615842037,3.595006527,2010,5,16.2971005193,1.096805279366635,0,0,15.44333551,2.437976501,7.645430806999999,2.2039490859999997,4.4838479115
Sankhuwasabha,2014-07-22,27.3,87.3,3.237015023,81.96728935,10.25982364,69.32991509,15.77133246,9.06525147,20.73957544,12.04153494,8.698145003,15.38645983,2.19572175,4.736250816,0.45649902,4.279647289,2.284350098,4.253246244,0.629797518,3.623670803,2014,7,16.797314824,1.097024982933322,1,0,15.3430483,3.167761097,6.70608099,2.240035924,4.49474853
Sankhuwasabha,2018-09-30,27.3,87.3,2.626827133,82.06363239,9.406323851,68.81645514,14.50277899,7.810175055,19.70886214,10.59914661,9.109890591,14.05820569,2.103479212,4.62190372,0.40678337,4.21547046,2.166345733,4.12643326,0.557724289,3.568840263,2018,9,15.4434113751,1.1767816240270088,1,0,15.77133246,3.237015023,6.692603934999999,2.1349124725,4.37416849
Saptari,1981-01-01,26.6,86.8,2.490254569,94.95759791,10.37088773,51.65329634,22.88656658,10.91714752,28.93908616,18.10839426,10.83054178,22.58325065,2.54404047,4.485078329,0.991442559,3.493577023,3.365326371,5.080391645,1.442108355,3.638133159,1981,1,23.923655353,1.4773014634601165,0,1,14.50277899,2.626827133,11.96941906,2.9546834205000003,4.7827349869999995
Saptari,1985-03-12,26.6,86.8,2.600261097,94.94119452,10.41522193,51.82543734,23.55466057,11.19191906,29.56750653,18.7045953,10.86296997,23.37630548,2.587924282,4.458335509,1.01136423,3.44689295,3.42441906,5.13189295,1.485809399,3.646148825,1985,3,24.596182762999998,1.4772521075519278,0,0,22.88656658,2.490254569,12.36274151,3.0061716709999997,4.7951142295
Saptari,1989-05-22,26.6,86.8,1.92176893,94.95007833,10.23037859,47.70557441,24.05471932,10.55774151,30.21404047,19.05313969,11.16069191,24.06769582,2.6770953,4.511579634,1.100802872,3.410868146,3.505972585,5.178355091,1.602669713,3.575724543,1989,5,25.077757179,1.6282449876705503,0,0,23.55466057,2.600261097,13.49697781,3.0915339425,4.8449673625
Saptari,1993-08-01,26.6,86.8,1.615659269,94.93388381,9.970665796,45.98462794,24.19608355,10.01799608,30.56239556,19.20342037,11.35890992,24.2570953,2.718537859,4.768335509,1.060920366,3.707336815,3.566272846,5.404588773,1.535091384,3.869203655,1993,8,25.1931501296,1.693619879679969,1,0,24.05471932,1.92176893,14.178087470000001,3.1424053525,5.086462141
Saptari,1997-10-11,26.6,86.8,1.598328982,94.95149478,10.44669713,49.43208225,23.71152742,10.73887728,29.97221279,18.86476501,11.10746736,23.69793734,2.631651436,4.581781984,1.034530026,3.546964752,3.425822454,5.130979112,1.525842037,3.605,1997,10,24.756197133,1.68125787157448,0,0,24.19608355,1.615659269,12.972650139999999,3.028736945,4.856380548000001
Saptari,2001-12-21,26.6,86.8,2.305809399,95.02381854,10.89003916,54.43784595,23.15556789,12.28744778,29.06306136,18.50022193,10.5629047,22.98837467,2.456906005,4.252349869,0.979203655,3.273035248,3.22944517,4.830065274,1.460750653,3.369464752,2001,12,24.244571806,1.5226876166875218,0,1,23.71152742,1.598328982,10.86812011,2.8431755875,4.541207571499999
Saptari,2006-03-02,26.6,86.8,2.809986945,94.9733094,11.40259138,56.99713446,23.38789817,13.01944517,29.04858355,18.87368146,10.17477807,23.23674282,2.382741514,4.17517624,0.934856397,3.24020235,3.130189295,4.736592689,1.373779373,3.363061358,2006,3,24.528157308,1.4301817558126633,0,0,23.15556789,2.305809399,10.368453,2.7564654045,4.4558844645
Saptari,2010-05-12,26.6,86.8,3.172375979,94.9103329,11.73766319,58.92027415,23.24023499,13.48321802,28.89533943,18.77966057,10.11565927,23.09340731,2.506201044,4.328557441,1.053061358,3.275463446,3.373929504,5.01825718,1.549262402,3.469099217,2010,5,24.414001309,1.3534296211007026,0,0,23.38789817,2.809986945,9.75701697,2.940065274,4.6734073105
Saptari,2014-07-22,26.6,86.8,3.433984324,94.95892227,12.5594644,60.91174396,23.7427825,14.69116917,29.00705421,19.64719138,9.35980405,23.32032658,2.412580013,4.193866754,0.934983671,3.25883083,3.249562378,4.894095363,1.425146963,3.469059438,2014,7,24.99872894,1.317887566743456,1,0,23.24023499,3.172375979,9.05161333,2.8310711955,4.5439810585
Saptari,2018-09-30,26.6,86.8,2.839256018,95.13035011,11.58894967,60.234814,22.6397593,13.65579869,28.12124726,18.41091904,9.7102407,22.21798687,2.361203501,4.083938731,0.915229759,3.16868709,3.177330416,4.763544858,1.372669584,3.390700219,2018,9,23.798654267,1.3999735974685934,1,0,23.7427825,3.433984324,8.983960610000002,2.7692669585000003,4.4237417945
Sarlahi,1981-01-01,26.9,85.5,2.461749347,94.81562663,9.910750653,49.36401436,22.89318538,10.10149478,29.33456919,17.75324413,11.58133812,22.73355091,2.562943864,4.372101828,1.028596606,3.343498695,3.545130548,5.299379896,1.511357702,3.787898172,1981,1,23.884260445299997,1.4831757864707624,0,1,22.6397593,2.839256018,12.791690599999999,3.0540372060000003,4.835740862
Sarlahi,1985-03-12,26.9,85.5,2.744451697,94.80059399,9.964556136,49.9743342,23.48576371,10.29255875,29.83430809,18.28429504,11.55039164,23.3801436,2.574373368,4.366031332,1.031272846,3.334523499,3.551279373,5.29575718,1.524719321,3.770894256,1985,3,24.4822193236,1.4463824893894746,0,0,22.89318538,2.461749347,13.193204960000001,3.0628263705,4.8308942560000006
Sarlahi,1989-05-22,26.9,85.5,2.029556136,94.80346606,9.802160574,45.40699739,24.12310052,9.713309399,30.63984334,18.81094648,11.82906658,24.23964752,2.676697128,4.536403394,1.067865535,3.468674935,3.650339426,5.475045692,1.589660574,3.885241514,1989,5,25.1033165774,1.609078547625228,0,0,23.48576371,2.744451697,14.409791121000001,3.1635182769999997,5.0057245429999995
Sarlahi,1993-08-01,26.9,85.5,2.082937337,94.79605091,9.859575718,46.38660574,23.89063969,9.614627937,30.45210836,18.69751958,11.7543342,23.92059399,2.627284595,4.543896867,1.031977807,3.511677546,3.595678851,5.423694517,1.534980418,3.888185379,1993,8,24.8765972618,1.5909010949938591,1,0,24.12310052,2.029556136,14.276011753,3.111481723,4.983795692
Sarlahi,1997-10-11,26.9,85.5,2.014738903,94.81016319,10.12977154,48.42159922,23.51169713,9.963505222,29.99400131,18.46203003,11.53184726,23.46418407,2.583988251,4.390104439,1.038577023,3.351370757,3.539099217,5.300319843,1.545110966,3.755065274,1997,10,24.524674284000003,1.5920809812151353,0,0,23.89063969,2.082937337,13.548191908000002,3.061543734,4.845212140999999
Sarlahi,2001-12-21,26.9,85.5,2.416116188,94.87806789,10.3875718,51.95853133,23.1170953,11.33345953,29.3868799,18.14229112,11.24462794,22.97593995,2.470659269,4.204673629,0.975124021,3.229778068,3.420515666,5.165195822,1.448968668,3.716266319,2001,12,24.15585248,1.499536342682857,0,1,23.51169713,2.014738903,11.783635769999998,2.9455874675000002,4.6849347255
Sarlahi,2006-03-02,26.9,85.5,3.38712141,94.83246736,11.20808094,56.69370757,23.16825065,12.59380548,29.04960183,18.41034595,10.63911227,22.97915144,2.370293734,4.006018277,0.94979765,3.055881201,3.290254569,4.929875979,1.410091384,3.519490862,2006,3,24.289058744000002,1.3084537198953372,0,0,23.1170953,2.416116188,10.57444517,2.8302741515000003,4.4679471280000005
Sarlahi,2010-05-12,26.9,85.5,3.413498695,94.77857702,11.4395235,58.13755222,23.12409922,13.04900131,29.01618799,18.35193211,10.66464099,23.05078329,2.504001305,4.199751958,1.110110966,3.089601828,3.508779373,5.154614883,1.653994778,3.500744125,2010,5,24.26805157,1.3017778046421724,0,0,23.16825065,3.38712141,10.075097910000002,3.006390339,4.6771834205000005
Sarlahi,2014-07-22,26.9,85.5,3.251345526,94.82210973,11.97739386,58.03398432,23.73943828,13.72095363,29.4473612,19.21705421,10.23055519,23.45561724,2.433912476,4.128517309,0.990372306,3.138040496,3.411645983,5.120679295,1.500725016,3.62011757,2014,7,24.937177666,1.3540335014697567,1,0,23.12409922,3.413498695,10.018484650000001,2.9227792295,4.624598302000001
Sarlahi,2018-09-30,26.9,85.5,2.54356674,94.99111597,10.9887965,57.1443326,22.68816193,12.64507659,28.62803063,18.0590372,10.56868709,22.5033698,2.42750547,4.137899344,0.981509847,3.156673961,3.418293217,5.212582057,1.464573304,3.747527352,2018,9,23.78704158,1.460248342551145,1,0,23.73943828,3.251345526,10.04308534,2.9228993435,4.6752407005
Sindhuli,1981-01-01,27.2,85.9,2.322774151,90.81817232,9.313805483,50.61348564,20.67274804,8.497937337,26.74808747,16.04738251,10.70097911,20.22616188,2.338309399,4.297428198,0.850182768,3.447336815,2.985913838,4.492937337,1.224993473,3.268028721,1981,1,21.6041285883,1.4383511072760762,0,1,22.68816193,2.54356674,12.174810702999999,2.6621116185,4.3951827675
Sindhuli,1985-03-12,27.2,85.9,2.466507833,90.811547,9.326181462,50.69819191,21.30738903,8.643922977,27.35710836,16.57205614,10.78520888,20.94740862,2.357225849,4.26095953,0.8504047,3.410502611,2.999033943,4.477402089,1.235966057,3.241331593,1985,3,22.2400071762,1.43051573271317,0,0,20.67274804,2.322774151,12.663466052999999,2.678129896,4.3691808094999995
Sindhuli,1989-05-22,27.2,85.9,1.859784595,90.81953655,9.244778068,46.98186031,21.79699739,8.222682768,28.01903394,16.96833551,11.05076371,21.67407311,2.425280679,4.399980418,0.86906658,3.530776762,3.055156658,4.604588773,1.268975196,3.335711488,1989,5,22.7214751968,1.5669212066270477,0,0,21.30738903,2.466507833,13.574314622000001,2.7402186685,4.5022845955
Sindhuli,1993-08-01,27.2,85.9,1.760907311,90.80833551,9.196096606,46.90106397,21.71918407,7.902343342,28.02387076,16.94024151,11.08365535,21.54012402,2.438244125,4.506253264,0.856416449,3.649869452,3.074412533,4.686037859,1.232043081,3.45363577,1993,8,22.6387937306,1.5840113717504036,1,0,21.79699739,1.859784595,13.816840728,2.756328329,4.5961455615
Sindhuli,1997-10-11,27.2,85.9,1.736684073,90.81924282,9.410750653,48.61822454,21.43774151,8.172369452,27.67695822,16.80222585,10.87474543,21.16174282,2.367356397,4.349654047,0.837049608,3.512513055,2.980248042,4.490509138,1.221005222,3.269327676,1997,10,22.3788165753,1.579641531673446,0,0,21.71918407,1.760907311,13.265372057999999,2.6738022194999997,4.4200815925
Sindhuli,2001-12-21,27.2,85.9,2.31116188,90.88308747,9.729053525,52.89069843,20.96965405,9.62323107,26.94041775,16.44906005,10.49114883,20.57199739,2.244171018,4.090248042,0.802278068,3.287963446,2.854353786,4.308590078,1.166671018,3.142003916,2001,12,21.9425594025,1.450338819035772,0,1,21.43774151,1.736684073,11.34642298,2.549262402,4.19941906
Sindhuli,2006-03-02,27.2,85.9,3.146351175,90.84175587,10.51285248,57.59738903,21.06293734,10.90247389,26.66767624,16.73484334,9.932734987,20.63723238,2.175698433,3.938191906,0.784184073,3.153857702,2.773714099,4.141664491,1.145848564,2.995802872,2006,3,22.114222588,1.2875904079582476,0,0,20.96965405,2.31116188,10.160463450000002,2.474706266,4.0399281985
Sindhuli,2010-05-12,27.2,85.9,3.374516971,90.7873564,10.78424282,59.28971279,21.01309399,11.42009791,26.5961423,16.69039817,9.905828982,20.66630548,2.295359008,4.10520235,0.927872063,3.177460836,2.968113577,4.370822454,1.363942559,3.006879896,2010,5,22.091518272000002,1.240672531173651,0,0,21.06293734,3.146351175,9.59299608,2.6317362925000003,4.238012402
Sindhuli,2014-07-22,27.2,85.9,3.328020901,90.83994121,11.42487263,60.48431744,21.5148857,12.36723057,26.78430438,17.51161332,9.272913129,20.92857609,2.226172436,4.030613978,0.805467015,3.225225343,2.886309602,4.342808622,1.208876551,3.133984324,2014,7,22.657372963,1.2662665693808601,1,0,21.01309399,3.374516971,9.14765513,2.556241019,4.1867113
Sindhuli,2018-09-30,27.2,85.9,2.561137856,90.98617068,10.41890591,59.00678337,20.47380744,11.13527352,25.99796499,16.32231947,9.675317287,19.93619256,2.187636761,4.004507659,0.772078775,3.232538293,2.828555799,4.321947484,1.135229759,3.186717724,2018,9,21.515698031000003,1.3845465689590797,1,0,21.5148857,3.328020901,9.338533920000001,2.50809628,4.1632275715
Solukhumbu,1981-01-01,28.0,86.8,1.054575718,56.0805483,3.60133812,55.95732376,-3.672630548,-10.74937337,3.367989556,-9.292617493,12.66063316,-2.993681462,3.490411227,6.838949086,1.338798956,5.500137076,4.045156658,7.095828982,1.79156658,5.304138381,1981,1,-3.312496736,0.8961533964615456,0,1,20.47380744,2.561137856,7.076742822000001,3.7677839425,6.967389034
Solukhumbu,1985-03-12,28.0,86.8,1.053707572,56.14282637,3.662748042,55.54402742,-2.97633812,-10.26330287,4.095646214,-8.66575718,12.76165144,-2.210300261,3.424810705,6.673374674,1.298315927,5.37522846,3.916090078,6.854680157,1.713942559,5.140809399,1985,3,-2.6100633157999997,0.9190329862146337,0,0,-3.672630548,1.054575718,7.286964750000001,3.6704503915,6.764027415499999
Solukhumbu,1989-05-22,28.0,86.8,0.963126632,56.14806789,3.882186684,56.09072454,-2.513211488,-9.659817232,4.615234987,-8.168851175,12.78398172,-1.380946475,3.411932115,6.684510444,1.244947781,5.4395953,3.872865535,6.825150131,1.644432115,5.180600522,1989,5,-2.1249928196,0.9521172266356394,0,0,-2.97633812,1.053707572,7.146605744,3.642398825,6.7548302875
Solukhumbu,1993-08-01,28.0,86.8,0.828870757,56.14034595,3.818263708,54.41046345,-2.527656658,-10.04744778,4.666703655,-8.141762402,12.80843342,-1.345913838,3.41886423,6.806011749,1.226690601,5.579164491,3.87176893,6.922160574,1.622362924,5.299869452,1993,8,-2.1458302872,0.9782968143766563,1,0,-2.513211488,0.963126632,7.519791122000001,3.6453165800000003,6.8640861614999995
Solukhumbu,1997-10-11,28.0,86.8,0.991155352,56.15936031,3.841122715,54.4775,-2.488727154,-10.01347258,4.584053525,-8.027114883,12.61090078,-1.499712794,3.34272846,6.712454308,1.193296345,5.519046997,3.820150131,6.883727154,1.593701044,5.290019582,1997,10,-2.1046148825,0.9473518174489822,0,0,-2.527656658,0.828870757,7.524745426,3.5814392955,6.798090731
Solukhumbu,2001-12-21,28.0,86.8,1.078289817,56.17181462,3.744941253,55.67560052,-3.018381201,-10.22525457,4.074105744,-8.674223238,12.74842689,-2.261899478,3.334712794,6.576050914,1.231031332,5.344980418,3.804530026,6.734432115,1.612467363,5.122160574,2001,12,-2.6438870757,0.9127821549121012,0,1,-2.488727154,0.991155352,7.206873369,3.56962141,6.6552415145
Solukhumbu,2006-03-02,28.0,86.8,1.189993473,56.18839426,3.920241514,56.64641645,-2.398368146,-9.538198433,4.523061358,-8.012513055,12.53541123,-1.407493473,3.339862924,6.52037859,1.257245431,5.26325718,3.814634465,6.676436031,1.662715405,5.013903394,2006,3,-2.0063439946,0.9108279085397355,0,0,-3.018381201,1.078289817,7.139830287,3.5772486945,6.5984073105
