,District,Interval_Start,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Elevation
30,Bajang,1981-01-01,29.6,81.2,1.3341045751633986,67.8666797385621,5.280568627450981,59.01749673202615,4.316986928104575,-3.678607843137255,10.969117647058823,-1.083019607843137,12.05218954248366,4.21221568627451,2.512235294117647,5.492202614379085,0.5032156862745097,4.988895424836602,2.468830065359477,4.915156862745098,0.6235490196078431,4.291522875816994,2247.0
31,Bajang,1985-03-11,29.6,81.2,1.140228459530026,67.91362924281984,5.063798955613577,53.346494778067886,5.440424281984334,-4.130985639686684,12.321977806788512,-0.1989360313315927,12.520770234986944,5.640385117493472,2.607473890339425,5.760953002610966,0.5153981723237598,5.245411227154047,2.5503655352480417,5.1355613577023504,0.6364033942558747,4.499216710182767,2247.0
32,Bajang,1989-05-21,29.6,81.2,0.763896866840731,67.91953655352481,5.289308093994778,53.218126631853785,5.90537859007833,-3.655195822454308,12.791932114882508,0.4437402088772846,12.348289817232375,6.492486945169713,2.650626631853786,5.970430809399479,0.4839229765013055,5.48644908616188,2.567212793733681,5.283903394255875,0.5967558746736292,4.687114882506528,2247.0
33,Bajang,1993-07-31,29.6,81.2,0.6976271186440679,67.90846153846154,5.390612777053455,53.81308996088657,5.828376792698826,-3.563859191655802,12.692359843546283,0.4405149934810952,12.251831812255542,6.408259452411995,2.644915254237288,6.031166883963494,0.4599413298565841,5.571166883963494,2.553878748370274,5.339178617992178,0.5683441981747067,4.770671447196871,2247.0
34,Bajang,1997-10-12,29.6,81.2,0.8362728459530027,67.92018276762403,5.205789817232376,51.74866187989556,5.728681462140992,-4.307859007832898,12.707526109660575,0.2635117493472584,12.443955613577025,6.085195822454309,2.602251958224543,5.849092689295039,0.483355091383812,5.365691906005222,2.517578328981723,5.158909921671018,0.5958485639686685,4.563126631853786,2247.0
35,Bajang,2001-12-22,29.6,81.2,1.2679191128506198,67.94997390737116,5.249380300065232,55.46809523809524,5.248408349641227,-3.7484148727984334,11.925381604696671,-0.1153946510110893,12.040834964122634,5.368317025440312,2.518675799086758,5.555681669928246,0.4908414872798434,5.064885844748859,2.465264187866928,4.932622309197652,0.602426614481409,4.33013698630137,2247.0
36,Bajang,2006-03-04,29.6,81.2,1.871331592689295,67.94853785900783,5.8680744125326365,61.847434725848565,5.426566579634465,-2.100300261096605,11.654543080939948,0.2221801566579634,11.432258485639688,5.418727154046997,2.439399477806788,5.281677545691906,0.523518276762402,4.758041775456919,2.41226501305483,4.709190600522193,0.6485639686684074,4.060672323759791,2247.0
37,Bajang,2010-05-14,29.6,81.2,2.194582245430809,67.90595953002611,6.3534268929503925,68.45816579634464,5.350593994778068,-0.8017232375979112,11.208975195822456,0.3847780678851175,10.824242819843343,5.308041775456919,2.4669190600522195,5.313988250652741,0.5068276762402089,4.807127937336815,2.4503524804177546,4.799314621409922,0.6298825065274152,4.169281984334204,2247.0
38,Bajang,2014-07-24,29.6,81.2,1.8456555772994128,67.98270058708414,6.542387475538161,65.8629028049576,6.189941291585128,-0.506392694063927,12.180658838878015,1.345166340508806,10.835479452054797,6.244311806914547,2.508447488584475,5.515009784735812,0.5123157208088714,5.002922374429224,2.492465753424657,4.961448140900195,0.6433137638617091,4.318310502283105,2247.0
39,Bajang,2018-10-04,29.600000000000005,81.2,1.721409691629956,67.99753303964758,5.819251101321586,69.04403083700441,3.9537004405286345,-2.0048898678414098,10.069052863436124,-1.2266519823788546,11.295550660792951,3.485837004405286,2.3955947136563878,5.203612334801762,0.4864977973568282,4.717290748898678,2.397863436123348,4.737775330396476,0.5927753303964758,4.144933920704846,2247.0
40,Banke,1981-01-01,28.1,81.7,2.972607843137255,92.241568627451,9.27032679738562,50.03137908496732,21.33323529411765,9.124300653594773,27.59843790849673,16.322967320261437,11.275333333333332,20.63375163398693,2.4556601307189543,4.195267973856209,0.9839607843137256,3.211117647058824,3.2265424836601304,4.801483660130719,1.376326797385621,3.4252745098039217,158.0
41,Banke,1985-03-11,28.1,81.7,2.6521605744125325,92.22674934725848,8.73184725848564,45.2410182767624,22.41534595300261,7.999654046997389,28.93518276762402,17.044438642297653,11.890639686684072,21.90372062663185,2.5480156657963446,4.381390339425588,1.010639686684073,3.370855091383812,3.328883812010444,4.986090078328981,1.4283616187989556,3.5577872062663185,158.0
42,Banke,1989-05-21,28.1,81.7,2.423603133159269,92.23234334203656,9.076873368146217,45.24715404699739,22.6791318537859,8.38509138381201,29.12432767624021,17.452669712793735,11.67150130548303,22.32509791122716,2.5548237597911228,4.43226501305483,0.9738707571801568,3.4582767624020887,3.329366840731071,5.006514360313315,1.3744255874673628,3.632297650130549,158.0
43,Banke,1993-07-31,28.1,81.7,1.588852672750978,92.22552803129074,8.743324641460235,42.207183833116034,22.889126466753584,7.585573663624511,29.54751629726206,17.547568448500652,12.00014993481095,22.674185136897,2.5888591916558017,4.625182529335072,0.9418709256844848,3.6834354628422425,3.32794002607562,5.069217731421121,1.3353911342894391,3.733833116036506,158.0
44,Banke,1997-10-12,28.1,81.7,1.8971671018276763,92.24013707571802,8.814732375979112,43.57939947780679,22.45128590078329,7.540208877284596,29.04507832898172,17.287108355091384,11.758204960835508,22.024562663185375,2.444321148825065,4.354242819843342,0.8815078328981724,3.472787206266319,3.1189817232375976,4.766057441253264,1.2132310704960836,3.552715404699739,158.0
45,Banke,2001-12-22,28.1,81.7,2.330678408349641,92.29237442922374,9.019380300065231,46.81465753424657,22.19330071754729,8.590078277886498,28.572694063926946,17.15146118721461,11.421272015655578,21.666066536203523,2.446555772994129,4.261219830397913,0.9181278538812786,3.3430332681017614,3.167332028701892,4.797873450750164,1.2757077625570776,3.522100456621005,158.0
